Sanctioned Entity/Individual,US,UK,EU,Switzerland,Canada,Australia,Japan,Type,Sanctions Lists,Notes,
Iosif Kobzon,❌,❌,❌,❌,✅,❌,❌,Individual,,,
Ipp Oil Products (Cyprus) Limited,✅,❌,❌,❌,❌,❌,❌,Entity,,,
Irek Borissowitsch Boguslawski,✅,✅,✅,✅,✅,✅,✅,Individual,,,
Irek Envarovich Faizullin,✅,✅,✅,✅,❌,✅,❌,Individual,,,
Irek Ishmukhametovich Yalalov,✅,❌,✅,✅,✅,✅,❌,Individual,,,
Irina Aleksandrovna Kaplunnik,✅,✅,❌,❌,✅,❌,❌,Individual,,,
Irina Aleksandrovna Pankina,✅,✅,✅,✅,✅,✅,✅,Individual,,,
Irina Aleksandrovna Shoigu,✅,❌,❌,❌,❌,❌,❌,Individual,,,
Irina Alexandrovna Petina,✅,✅,✅,✅,✅,✅,❌,Individual,,,
Irina Anatolievna Kostenko,❌,✅,✅,✅,✅,❌,✅,Individual,,,
Irina Anatolievna Yarovaya,✅,✅,✅,✅,❌,✅,✅,Individual,,,
Irina Anatolyevna Filatova,✅,✅,✅,✅,✅,✅,✅,Individual,,,
Irina Andreyevna Kozhanova,✅,✅,✅,✅,✅,✅,❌,Individual,,,
Irina Belych,✅,❌,✅,✅,✅,✅,✅,Individual,,,
Irina Ivanovna Andrukh,❌,✅,❌,✅,✅,❌,✅,Individual,,,
Irina Konstantinovna Rodnina,✅,✅,✅,✅,✅,✅,❌,Individual,,,
Irina Leontievna Dianova,❌,✅,❌,✅,✅,❌,✅,Individual,,,
Irina Nikitina,✅,❌,❌,❌,❌,❌,❌,Individual,,,
Irina Nikolayevna Kashina,✅,✅,❌,❌,❌,❌,❌,Individual,,,
Irina Nikolayevna Milyutina,❌,✅,❌,❌,✅,✅,❌,Individual,,,
Irina Sergeyevna Bubnova,✅,✅,❌,❌,❌,✅,❌,Individual,,,
Irina Valentinovna Ivenskikh,✅,✅,✅,✅,✅,✅,✅,Individual,,,
Irina Valerievna Kiviko,✅,❌,❌,❌,✅,❌,❌,Individual,,,
Irina Valeryevna Rukavishnikova,✅,✅,✅,✅,✅,✅,❌,Individual,,,
Irina Vasilievna Popova,❌,✅,✅,✅,✅,❌,✅,Individual,,,
Irina Viktorovna Nikolaeva,✅,❌,❌,❌,❌,❌,❌,Individual,,,
Irina Vladimirovna Kremleva,✅,✅,❌,❌,❌,❌,❌,Individual,,,
Irina Vladimirovna Volk,❌,❌,❌,❌,✅,❌,❌,Individual,,,
Irkut    Corporation,✅,❌,❌,✅,✅,❌,❌,Entity,,,
Irkut Research and Production Corporation Public Joint Stock Company,✅,❌,❌,✅,❌,❌,❌,Entity,,,
Irkut-Avtotrans,✅,❌,❌,❌,❌,❌,❌,Entity,,,
Irkut-Remstroi,✅,❌,❌,❌,❌,❌,❌,Entity,,,
Irkut-Stanko Service,✅,❌,❌,❌,❌,❌,❌,Entity,,,
Ironstone Marine Investments,✅,❌,❌,❌,❌,❌,❌,Entity,,,
Ise So Ran Institute of High-Current Electronics,❌,❌,❌,✅,❌,❌,❌,Entity,,,
Iskander Kakhramonovich Makhmudov,❌,✅,❌,❌,❌,❌,❌,Individual,,,
Islamic Radio and Television Union,✅,❌,❌,❌,❌,❌,❌,Entity,,,
Ismail Demir,✅,❌,❌,❌,❌,❌,❌,Individual,,,
Ivan Aleksandrovich Kondratov,❌,❌,❌,❌,✅,❌,❌,Individual,,,
Ivan Aleksandrovich Tyryshkin,❌,✅,❌,❌,❌,❌,❌,Individual,,,
Ivan Alexandrovich Kurkin,❌,❌,✅,✅,✅,❌,❌,Individual,,,
Ivan Alexandrovich Solodovnikov,✅,✅,✅,✅,❌,✅,✅,Individual,,,
Ivan Demtschenko,✅,✅,✅,✅,✅,✅,✅,Individual,,,
Ivan Igorevich Sechin,✅,✅,❌,❌,✅,✅,✅,Individual,,,
Ivan Ivanovich Krupko,❌,✅,✅,✅,❌,❌,❌,Individual,,,
Ivan Ivanovich Kvitka,✅,✅,✅,✅,✅,✅,✅,Individual,,,
Ivan Ivanovich Loor,✅,✅,✅,✅,✅,✅,✅,Individual,,,
Ivan Ivanovich Melnikov,✅,✅,✅,✅,✅,✅,✅,Individual,,,
Ivan Josephovich Boguslavsky,❌,✅,❌,✅,❌,✅,❌,Individual,,,
Ivan Konstantinovich Sukharev,✅,✅,✅,✅,✅,✅,✅,Individual,,,
Ivan Mikhaylovich Musatov,✅,✅,✅,✅,✅,✅,✅,Individual,,,
Ivan Nikolayevich Abramov,✅,✅,✅,✅,✅,✅,❌,Individual,,,
Ivan Nikolayevich Babich,✅,✅,✅,✅,✅,✅,✅,Individual,,,
Ivan Okorokov,✅,❌,❌,❌,❌,❌,❌,Individual,,,
Ivan Pavlovitch Prokopenko,✅,❌,❌,❌,❌,❌,❌,Individual,,,
Ivan Sergeyevich Kusov,❌,✅,❌,❌,✅,❌,❌,Individual,,,
Ivan Sergeyevich Yermakov,✅,❌,❌,❌,❌,❌,❌,Individual,,,
Ivan Sidorenko,✅,❌,❌,❌,❌,❌,❌,Vessel,,,
Ivan Vladimirovich Sanayev,❌,✅,✅,✅,✅,❌,✅,Individual,,,
Ivanovich Sergey Kozlov,❌,✅,❌,❌,❌,❌,❌,Individual,,,
Iz Karteks Ooo,✅,❌,❌,❌,❌,❌,❌,Entity,,,
Izhevsk Unmanned Systems Research And Production Associated Limited Liability Company,✅,❌,❌,❌,❌,❌,❌,Entity,,,
Izhevsky Mekhanichesky Zavod Jsc,✅,❌,❌,❌,✅,❌,❌,Entity,,,
Izhorskiye Zavody Oao,✅,❌,❌,❌,❌,❌,❌,Entity,,,
Izmash Unmanned Systems,❌,✅,❌,❌,✅,❌,❌,Entity,,,
Joel Raymond Lautier,✅,❌,❌,❌,❌,❌,❌,Individual,,,
Joint Public Stock Company Nevskoe Design Bureau,✅,❌,❌,❌,❌,❌,❌,Entity,,,
Joint Stock Commercial Bank Novikombank,✅,❌,✅,✅,✅,✅,✅,Entity,,,
Joint Stock Commercial Bank Rublev,✅,❌,❌,❌,❌,❌,❌,Entity,,,
Joint Stock Company 10 Ordena Trudovogo Krasnogo Znameni Dockyard,✅,❌,❌,❌,❌,❌,❌,Entity,,,
Joint Stock Company 150 Aircraft Repair Plant,✅,❌,❌,❌,❌,❌,❌,Entity,,,
Joint Stock Company 356 Aircraft Repair Plant,✅,❌,❌,❌,❌,❌,❌,Entity,,,
Joint Stock Company 711 Aircraft Repair Plant,✅,❌,❌,✅,✅,❌,✅,Entity,,,
Joint Stock Company 810 Aircraft Repair Plant,✅,❌,❌,❌,❌,❌,❌,Entity,,,
Joint Stock Company Admiralty Shipyards,✅,❌,❌,✅,✅,❌,❌,Entity,,,
Joint Stock Company All-Russian Research Institute Signal,✅,❌,❌,❌,❌,❌,❌,Entity,,,
Joint Stock Company Arzamassky Priborostroitelny Zavod Imeni Plandina,✅,❌,❌,❌,❌,❌,❌,Entity,,,
Joint Stock Company Azovski Optiko Mechanichesky Zavod,✅,❌,❌,❌,❌,❌,❌,Entity,,,
Joint Stock Company Baltic Shipbuilding Plant Yantar,✅,❌,❌,❌,❌,❌,❌,Entity,,,
Joint Stock Company Business Environment,✅,❌,❌,❌,❌,❌,❌,Entity,,,
Joint Stock Company Center of Research and Technology Services Dinamika,✅,❌,❌,❌,❌,❌,❌,Entity,,,
Joint Stock Company Central Design Bureau For Marine Engineering Rubin,✅,❌,❌,❌,❌,❌,❌,Entity,,,
Joint Stock Company Central Design Bureau of Automatics,✅,❌,❌,✅,❌,❌,✅,Entity,,,
Joint Stock Company Central Research Institute Cyclone,✅,❌,❌,❌,❌,❌,❌,Entity,,,
Joint Stock Company Channel One Russia,✅,❌,❌,❌,✅,❌,❌,Entity,,,
Joint Stock Company Concern Avtomatika,✅,❌,❌,❌,✅,❌,❌,Entity,,,
Joint Stock Company Concern Granit-Electron,✅,❌,❌,✅,✅,❌,✅,Entity,,,
Joint Stock Company Concern Radio-electronic Technologies,✅,❌,❌,❌,❌,❌,❌,Entity,,,
Joint Stock Company Concern Sea Underwater Weapon Gidropribor,✅,❌,❌,❌,❌,❌,✅,Entity,,,
Joint Stock Company Corporation Moscow Institute of Heat Technology,✅,❌,❌,❌,❌,❌,❌,Entity,,,
Joint Stock Company Dagdizel Plant,✅,❌,❌,✅,✅,❌,❌,Entity,,,
Joint Stock Company Design Center Soyuz,✅,❌,❌,❌,❌,❌,❌,Entity,,,
Joint Stock Company Design Office For Shipbuilding Vympel,✅,❌,❌,✅,✅,❌,❌,Entity,,,
Joint Stock Company Design Technology Center Elektronika,✅,❌,❌,❌,❌,❌,❌,Entity,,,
Joint Stock Company Flight Research Institute N.A. M.M. Gromov,✅,❌,❌,❌,❌,❌,❌,Entity,,,
Joint Stock Company Hals-development,✅,❌,❌,❌,❌,❌,❌,Entity,,,
Joint Stock Company Helicopter Service Company,✅,❌,❌,❌,❌,❌,✅,Entity,,,
Joint Stock Company Ilyushin Finance Company,✅,❌,❌,❌,❌,❌,❌,Entity,,,
Joint Stock Company Information Security Reform,✅,❌,❌,❌,❌,❌,❌,Entity,,,
Joint Stock Company Institute for Scientific Research Microelectronic Equipment Progress,✅,❌,❌,❌,❌,❌,❌,Entity,,,
Joint Stock Company Institute for Scientific Research Vychislitelnykh Kompleksov Named After M. A. Kartseva,✅,❌,❌,❌,❌,❌,❌,Entity,,,
Joint Stock Company Institute of Electronic Control Computers Named After I.S. Bruk,✅,❌,❌,❌,❌,❌,❌,Entity,,,
Joint Stock Company Investtradebank,✅,❌,❌,❌,✅,❌,❌,Entity,,,
Joint Stock Company Kazan Helicopters,✅,❌,❌,✅,❌,❌,✅,Entity,,,
Joint Stock Company Khabarovsk Shipbuilding Yard,✅,❌,❌,❌,❌,❌,❌,Entity,,,
Joint Stock Company Krasnodarskiy Avtocentr Kamaz,✅,❌,❌,❌,❌,❌,❌,Entity,,,
Joint Stock Company Kumertau Aviation Production Enterprise,✅,❌,❌,❌,❌,❌,✅,Entity,,,
Joint Stock Company Loyalty Programs Center,✅,❌,❌,❌,❌,❌,❌,Entity,,,
Joint Stock Company Machine-Building Engineering Office Fakel Named After Akademika P. D. Grushina,✅,❌,✅,✅,❌,❌,❌,Entity,,,
Joint Stock Company Marshal.Global,✅,✅,❌,❌,❌,❌,❌,Entity,,,
Joint Stock Company Mikron,✅,✅,❌,✅,❌,❌,❌,Entity,,,
Joint Stock Company Moscow Industrial Bank,✅,✅,❌,❌,❌,❌,❌,Entity,,,
Joint Stock Company National Helicopter Center Mil And Kamov,✅,❌,❌,❌,❌,❌,✅,Entity,,,
Joint Stock Company Nobility,✅,❌,❌,❌,❌,❌,❌,Entity,,,
Joint Stock Company Northern Production Association Arktika,✅,❌,❌,❌,❌,❌,❌,Entity,,,
Joint Stock Company Northern Shipping Company,✅,❌,❌,❌,❌,❌,❌,Entity,,,
Joint Stock Company NTV Broadcasting Company,✅,❌,❌,❌,✅,❌,❌,Entity,,,
Joint Stock Company Obninsk Research and Production Enterprise Technologiya named after A. G. Romashin,✅,❌,❌,❌,❌,❌,❌,Entity,,,
Joint Stock Company Odk-klimov,✅,❌,❌,❌,❌,❌,❌,Entity,,,
Joint Stock Company Penzensky Nauchno Issledovatelsky Elektrotekhnichesky Higher Education Institution,✅,❌,❌,❌,❌,❌,❌,Entity,,,
Joint Stock Company Plasma,✅,❌,❌,❌,❌,❌,❌,Entity,,,
Joint Stock Company Production Association Northern Machine-Building Enterprise,✅,❌,❌,❌,❌,❌,❌,Entity,,,
Joint Stock Company Production Association Ural Optical and Mechanical Plant Named After E.S. Yalamov,✅,❌,❌,❌,❌,❌,❌,Entity,,,
Joint Stock Company Progress Arsenyev Aviation Company,✅,❌,❌,❌,❌,❌,✅,Entity,,,
Joint Stock Company Promising Industrial And Infrastructure Technologies,✅,❌,❌,❌,❌,❌,❌,Entity,,,
Joint Stock Company Radiopribor,✅,❌,❌,❌,❌,❌,❌,Entity,,,
Joint Stock Company Ramensky Instrument Engineering Plant,✅,❌,❌,❌,❌,❌,❌,Entity,,,
Joint Stock Company Raschetniye Resheniya,✅,❌,❌,❌,❌,❌,❌,Entity,,,
Joint Stock Company Reductor - Pm,✅,❌,❌,❌,❌,❌,❌,Entity,,,
Joint Stock Company Research and Design Institute Sea Thermal Engineering,✅,❌,❌,❌,❌,❌,❌,Entity,,,
Joint Stock Company Research and Development Enterprise Almaz,✅,❌,❌,❌,❌,❌,❌,Entity,,,
Joint Stock Company Research and Development Enterprise Sapfir,✅,❌,❌,❌,❌,❌,❌,Entity,,,
Joint Stock Company Research and Production Association Named After S. A. Lavochkina,✅,❌,❌,❌,❌,❌,❌,Entity,,,
Joint Stock Company Research And Production Corporation Konstruktorskoye Byuro Mashynostroyeniya,✅,❌,❌,❌,❌,❌,❌,Entity,,,
Joint Stock Company Research Center Elins,✅,❌,❌,❌,❌,❌,❌,Entity,,,
Joint Stock Company Research Design And Technological Bureau Onega,✅,❌,❌,✅,❌,❌,❌,Entity,,,
Joint Stock Company Research Institute of Electronic and Mechanical Devices,✅,❌,❌,❌,❌,❌,❌,Entity,,,
Joint Stock Company Research Institute Polyus of M.F. Stelmakh,✅,❌,❌,❌,✅,❌,❌,Entity,,,
Joint Stock Company Rossiyskiye Kosmicheskiye Sistemy,✅,❌,❌,❌,❌,❌,❌,Individual,,,
Joint Stock Company RT-Tekhpriemka,✅,❌,❌,❌,❌,❌,❌,Entity,,,
Joint Stock Company Russian Agricultural Bank,✅,✅,❌,✅,✅,❌,✅,Entity,,,
Joint Stock Company Russian Research Institute Electronstandart,✅,❌,❌,❌,❌,❌,❌,Entity,,,
Joint Stock Company Ryazan State Instrument Making Enterprise,✅,❌,❌,❌,❌,❌,✅,Entity,,,
Joint Stock Company Ryazanskoe Konstruktorskoe Bjuro Globus,✅,❌,❌,✅,✅,❌,❌,Entity,,,
Joint Stock Company Salute,✅,❌,❌,✅,❌,❌,❌,Entity,,,
Joint Stock Company Sanatorium Ay-petri,✅,❌,❌,❌,❌,❌,❌,Entity,,,
Joint Stock Company Sanatorium Dyulber,✅,❌,❌,❌,❌,❌,❌,Entity,,,
Joint Stock Company Sanatorium Miskhor,✅,❌,❌,❌,❌,❌,❌,Entity,,,
Joint Stock Company Sarovbusinessbank,✅,❌,❌,❌,❌,❌,❌,Entity,,,
Joint Stock Company Sberbank,✅,✅,✅,✅,✅,✅,✅,Entity,,,
Joint Stock Company Sberbank Automated Trade System,✅,❌,❌,❌,❌,❌,❌,Entity,,,
Joint Stock Company Sberbank Leasing,✅,❌,❌,❌,❌,❌,❌,Entity,,,
Joint Stock Company Sberbank Private Pension Fund,✅,❌,❌,❌,❌,❌,❌,Entity,,,
Joint Stock Company Sberbank Technologies,✅,❌,❌,❌,❌,❌,❌,Entity,,,
Joint Stock Company Scientific And Research Institute Of Electronic Engineering Materials,✅,❌,❌,❌,❌,❌,❌,Entity,,,
Joint Stock Company Scientific Production Enterprise Kontakt,✅,❌,❌,❌,❌,❌,❌,Entity,,,
Joint Stock Company Scientific Research Institute Giricond,✅,❌,❌,❌,❌,❌,❌,Entity,,,
Joint Stock Company Scientific Research Institute of Electrical Carbon Products,✅,❌,❌,❌,❌,❌,❌,Entity,,,
Joint Stock Company Sevastopolsky Morskoy Bank,✅,❌,❌,❌,❌,❌,❌,Entity,,,
Joint Stock Company Severniy Press,✅,❌,❌,❌,❌,❌,❌,Entity,,,
Joint Stock Company Shipbuilding Corporation Ak Bars,✅,❌,❌,❌,❌,❌,❌,Entity,,,
Joint Stock Company Shipbuilding Plant Lotos,✅,❌,❌,❌,❌,❌,❌,Entity,,,
Joint Stock Company Shiprepairing Center Zvyozdochka,✅,❌,❌,✅,❌,❌,❌,Entity,,,
Joint Stock Company Smolensk Aircraft Plant,✅,❌,❌,✅,✅,❌,✅,Entity,,,
Joint Stock Company Sovcombank Life,✅,❌,❌,❌,❌,❌,❌,Entity,,,
Joint Stock Company Sovcomflot,✅,✅,❌,✅,✅,✅,❌,Entity,,,
Joint Stock Company Special Design Bureau Turbina,✅,❌,❌,❌,❌,❌,❌,Entity,,,
Joint Stock Company Sredne-Nevsky Shipyard,✅,❌,❌,✅,❌,❌,❌,Entity,,,
Joint Stock Company State Machine Building Design Bureau Vympel by Name I.I. Toropov,✅,❌,❌,✅,✅,❌,❌,Entity,,,
Joint Stock Company State Scientific Research Institute Kristall,✅,❌,❌,❌,❌,❌,❌,Entity,,,
Joint Stock Company State Transportation Leasing Company,✅,❌,❌,❌,❌,❌,❌,Entity,,,
Joint Stock Company Strategy Partners Group,✅,❌,❌,❌,❌,❌,❌,Entity,,,
Joint Stock Company Stupino Engineering Productive Enterprise,✅,❌,❌,❌,❌,❌,❌,Entity,,,
Joint Stock Company Sudoexport,✅,❌,❌,❌,❌,❌,❌,Entity,,,
Joint Stock Company Svetlovsky Enterprise Era,✅,❌,❌,✅,✅,✅,❌,Entity,,,
Joint Stock Company Tekhnodinamika,✅,❌,❌,❌,❌,❌,❌,Entity,,,
Joint Stock Company The St. Petersburg's Sea Bureau Of Mechanical Engineering Malachite,✅,❌,❌,❌,❌,❌,❌,Entity,,,
Joint Stock Company Trading House Rosel,✅,❌,❌,❌,❌,❌,❌,Entity,,,
Joint Stock Company Ulan-ude Aviation Plant,✅,❌,❌,❌,❌,❌,❌,Entity,,,
Joint Stock Company United Credit Bureau,✅,❌,❌,❌,❌,❌,❌,Entity,,,
Joint Stock Company United Shipbuilding Corporation,✅,❌,❌,❌,❌,❌,❌,Entity,,,
Joint Stock Company Ural Design Bureau Detal,✅,❌,❌,✅,✅,❌,✅,Entity,,,
Joint Stock Company Vologodsky Optiko Mekhanichesky Factory,✅,❌,❌,❌,❌,❌,❌,Entity,,,
Joint Stock Company Voronezhsky Factory Poluprovodnikovykh Priborov-Sborka,✅,❌,❌,❌,❌,❌,❌,Entity,,,
Joint Stock Company Vyatskoye Mashinostroitelnoye Predpriyatiye Avitek,✅,❌,❌,❌,❌,❌,❌,Entity,,,
Joint Stock Company Zavod Kulakova,✅,❌,❌,✅,✅,❌,❌,Entity,,,
Joint Venture Quantum Technologies,✅,❌,❌,❌,❌,❌,❌,Entity,,,
Joint-stock company 'Lenpromtransproyekt',✅,✅,✅,✅,✅,✅,❌,Entity,,,
Joint-stock company 'The Berkatit-Tommot-Yakutsk Railway Line's Construction Directorate',✅,✅,✅,✅,✅,✅,❌,Entity,,,
Joint-stock Company Commercial Bank North Credit,✅,❌,❌,❌,❌,❌,❌,Entity,,,
Josef Hambálek,❌,❌,✅,✅,❌,❌,❌,Individual,,,
Journal Kamerton,✅,❌,❌,❌,❌,✅,❌,Entity,,,
Jsb Sobinbank,✅,❌,❌,❌,✅,❌,❌,Entity,,,
Jsc  AeroKompozit,❌,❌,❌,✅,❌,❌,❌,Entity,,,
"Jsc ""121 Aircraft Repair Plant""",❌,❌,✅,✅,❌,❌,❌,Entity,,,
Jsc 33 Shipyard,✅,❌,❌,❌,❌,❌,❌,Entity,,,
Jsc 558 Aircraft Repair Plant,❌,✅,❌,❌,❌,❌,❌,Entity,,,
Jsc A.n. Ganichev Scientific And Production Association “splav”,✅,❌,❌,❌,❌,❌,❌,Entity,,,
JSC Academician M.F. Reshetnev Information Satellite Systems,✅,❌,❌,❌,❌,❌,❌,Entity,,,
Jsc Additive Technologies Center,✅,❌,❌,❌,❌,❌,❌,Entity,,,
JSC All Russian Research Institute of Radio Engineering,✅,❌,❌,❌,❌,❌,❌,Entity,,,
Jsc Angstrem-t,✅,❌,❌,❌,❌,❌,❌,Entity,,,
Jsc Argument,✅,❌,❌,❌,❌,❌,❌,Entity,,,
JSC Arzamas Machine-Building Plant,❌,✅,❌,✅,❌,❌,❌,Entity,,,
JSC Concern Sozvezdie,✅,❌,✅,✅,✅,❌,❌,Entity,,,
Jsc Element,✅,❌,❌,✅,❌,❌,❌,Entity,,,
Jsc Garnizon,❌,❌,✅,✅,❌,❌,❌,Entity,,,
Jsc Goznak,❌,✅,✅,✅,❌,❌,❌,Entity,,,
Jsc Gtlk,✅,✅,✅,✅,❌,❌,❌,Entity,,,
Jsc Infraveb,✅,❌,❌,❌,❌,❌,❌,Entity,,,
Jsc Kalashnikov,❌,❌,❌,✅,❌,❌,❌,Entity,,,
Jsc Kalashnikov Concern,✅,✅,✅,✅,✅,❌,❌,Entity,,,
JSC Kalinin Machine-Building Plant (Mzik),❌,❌,❌,❌,✅,❌,❌,Entity,,,
JSC Kazan Helicopter Plant Repair Service,❌,❌,❌,✅,✅,❌,❌,Entity,,,
Jsc Kolmar Group,❌,✅,❌,❌,❌,❌,❌,Entity,,,
Jsc Kurganmashzavod,✅,❌,✅,✅,✅,❌,✅,Entity,,,
Jsc Mbdb Iskra,✅,❌,❌,✅,✅,❌,✅,Entity,,,
JSC MIC NPO Mashinostroyenia,✅,❌,❌,❌,✅,❌,❌,Entity,,,
Jsc Moscow Center of Sparc Technologies,✅,❌,❌,❌,❌,❌,❌,Entity,,,
Jsc New Opportunities,❌,✅,❌,❌,❌,❌,❌,Entity,,,
Jsc Novosibirsk Aircraft Production Association Plant Named After V.p. Chkalov,✅,❌,❌,❌,❌,❌,❌,Entity,,,
Jsc Npo High Precision Systems,✅,❌,✅,✅,❌,❌,❌,Entity,,,
"Jsc Npo High Precision Systems",✅,❌,❌,✅,✅,❌,❌,Entity,,,
Jsc Oboronenergo,❌,❌,✅,✅,❌,❌,❌,Entity,,,
Jsc Pella-Mash,❌,✅,❌,✅,✅,❌,❌,Entity,,,
Jsc Pfc Cska,✅,❌,❌,❌,❌,❌,❌,Entity,,,
Jsc Po Sevmash,❌,❌,❌,✅,❌,✅,❌,Entity,,,
Jsc Rawenstvo,✅,❌,✅,❌,❌,❌,❌,Entity,,,
Jsc Remdizel,❌,❌,✅,✅,❌,❌,❌,Entity,,,
Jsc Research And Industrial Concern “machine Engineering Technologies”,❌,❌,❌,✅,❌,❌,❌,Entity,,,
Jsc Research And Production Association Kvant,✅,❌,✅,✅,✅,❌,❌,Entity,,,
Jsc Research And Production Corporation Uralvagonzavod,✅,✅,✅,✅,❌,✅,✅,Entity,,,
Jsc Rocket And Space Centre – Progress,❌,✅,❌,✅,✅,❌,❌,Entity,,,
Jsc Rosoboronexport,✅,❌,✅,✅,✅,✅,✅,Entity,,,
Jsc Rossiya Airlines,❌,✅,❌,❌,❌,❌,❌,Entity,,,
Jsc Ruselectronics,✅,❌,✅,✅,✅,✅,❌,Entity,,,
Jsc Russian Export Center,✅,❌,❌,❌,❌,❌,❌,Entity,,,
Jsc Russian Helicopters,❌,❌,✅,✅,✅,❌,✅,Entity,,,
Jsc Russian Helicopters,✅,❌,❌,✅,❌,❌,❌,Entity,,,
Jsc Scientific and Production Association of Electro Mechanic,✅,❌,❌,❌,❌,❌,❌,Entity,,,
Jsc Scientific And Technical Center Zaslon,✅,❌,❌,❌,❌,❌,❌,Entity,,,
JSC Scientific Research Institute Submicron,✅,❌,❌,❌,❌,❌,❌,Entity,,,
Jsc Shipyard Zaliv,✅,✅,✅,✅,✅,❌,❌,Entity,,,
Jsc Sirius,❌,❌,❌,✅,✅,❌,❌,Entity,,,
Jsc Slava,✅,❌,❌,❌,❌,❌,❌,Entity,,,
Jsc Sukhoi Company,❌,❌,✅,✅,❌,❌,❌,Entity,,,
Jsc Svetlana Poluprovodniki,✅,❌,❌,❌,❌,❌,❌,Entity,,,
Jsc Tactical Missiles Corporation (Ktrv),❌,❌,✅,✅,✅,❌,✅,Entity,,,
Jsc Technopromexport,✅,✅,✅,✅,✅,❌,❌,Entity,,,
Jsc Tecmash,❌,❌,❌,❌,✅,❌,❌,Entity,,,
Jsc Tula Arms Plant,❌,❌,❌,✅,✅,❌,❌,Entity,,,
Jsc Uec Klimov,❌,❌,❌,✅,✅,❌,❌,Entity,,,
Jsc United Shipbuilding Corporation,❌,✅,✅,✅,❌,❌,❌,Entity,,,
Jsc Ural Airlines,❌,✅,❌,❌,❌,❌,❌,Entity,,,
Jsc V. Tikhomirov Scientific Research Institute Of Instrument Design,✅,❌,❌,❌,❌,❌,❌,Entity,,,
Jsc Veb.dv,✅,❌,❌,❌,❌,❌,❌,Entity,,,
Jsc Voentelecom,❌,❌,✅,✅,❌,❌,❌,Entity,,,
Jsc Voentorg,❌,❌,✅,✅,❌,❌,❌,Entity,,,
Jsc Zelenodolsk Shipyard,❌,✅,❌,❌,✅,❌,✅,Entity,,,
Jsc Zelenograd Nanotechnology Center,✅,❌,❌,❌,❌,❌,❌,Entity,,,
Jscb Mosoblbank Ojsc,✅,❌,❌,❌,✅,❌,❌,Entity,,,
Jsp Spa Izhmash,✅,❌,❌,❌,✅,❌,❌,Entity,,,
Julia Alexandrovna Matviyenko,❌,❌,❌,❌,✅,❌,❌,Individual,,,
Julia Mikhailovna Kryukova,❌,✅,✅,✅,✅,❌,✅,Individual,,,
Kai Paananen,✅,❌,❌,❌,❌,❌,❌,Individual,,,
Kalinin Machine Plant Jsc,✅,❌,❌,❌,❌,❌,❌,Entity,,,
Kaliningradnefteprodukt Ooo,✅,❌,❌,❌,❌,❌,❌,Entity,,,
Kalmius Battalion,❌,✅,✅,✅,✅,✅,❌,Entity,,,
Kaluga Scientific-Research Institute of Telemechanical Devices JSC,✅,❌,❌,✅,❌,❌,❌,Entity,,,
"Kamchatgazprom, Oao",✅,❌,❌,❌,❌,❌,❌,Entity,,,
Kamensk-Uralsky Metallurgical Works J.S. Co.,❌,❌,❌,✅,❌,❌,❌,Entity,,,
Kapitan Beklemishev,✅,❌,❌,❌,❌,❌,❌,Vessel,,,
Kapitan Kokovin,✅,❌,❌,❌,❌,❌,❌,Vessel,,,
Kapitan Ryntsyn,✅,❌,❌,❌,❌,❌,❌,Vessel,,,
Kapitan Sakharov,✅,❌,❌,❌,❌,❌,❌,Vessel,,,
Kaplan Mugdinovich Panesh,✅,✅,✅,✅,✅,✅,✅,Individual,,,
Karen Stepanyan,✅,❌,❌,❌,❌,❌,❌,Individual,,,
Karina Ramzanovna Kadyrova,✅,❌,❌,❌,❌,❌,❌,Individual,,,
Karina Yurevna Rotenberg,✅,✅,❌,❌,✅,✅,✅,Individual,,,
"Karst, Ooo",✅,❌,❌,❌,❌,❌,❌,Entity,,,
Kateryna Illiaovna Kiva,❌,❌,❌,❌,✅,❌,❌,Individual,,,
Katina Drustvo S Ogranicenom Odgovornoscu Za Nekretnine I Ugostiteljstvo,✅,❌,❌,❌,❌,❌,❌,Entity,,,
Kazan Helicopter Plant Pjsc,❌,❌,❌,✅,✅,❌,❌,Entity,,,
Kazbek Dukuzov,✅,❌,❌,❌,❌,❌,❌,Individual,,,
Kazbek Kutsukovich Taysaev,✅,✅,✅,✅,✅,✅,✅,Individual,,,
Kbp Instrument Design Bureau,❌,❌,❌,❌,✅,❌,❌,Entity,,,
